ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error
4909669888.jpg#2r1e,snli,dev,A Black woman on the street is talking on her cellphone.,A black woman is on her phone.,entailment,2,TRUE,,"(cellphone, phone)","(cellphone, phone)",,"(cellphone, phone)",FALSE,,FALSE,,TRUE,,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"**Answer**: entailment

**Relations**:  
{ entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(talk on cellphone, be on phone) }","isa_wn(talk on cellphone, be on phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"**answer:** entailment  
**relations:** { entails(cellphone, phone) }","isa_wn(cellphone, phone)",
4938897545.jpg#4r1e,snli,dev,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,entailment,2,TRUE,,"(motorcycle rider, motorcyclist)","(motorcycle rider, motorcyclist)",,"(motorcycle rider, motorcyclist)",FALSE,,TRUE,,FALSE,,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment  
relations: { entails(motorcycle rider, motorcyclist), entails(sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment  
relations: { entails(motorcycle rider, motorcyclist), entails(sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(sharp turn, turn)",
4974,sick,train,Someone is holding a hedgehog,Someone is holding a small animal,entailment,2,TRUE,,"(hedgehog, small animal)","(hedgehog, small animal)","(hedgehog, small animal)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",
4985197970.jpg#0r1e,snli,dev,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment
relations: { entails(sunny, sun is shine) }","isa_wn(sunny, sun is shine)",,"answer: entailment  
relations: {entails(sunny street, sun shining)}","isa_wn(sunny street, sun shining)",,"answer: entailment
relations: { entails(sunny, sun shining) }","isa_wn(sunny, sun shining)",,"answer: entailment
relations: { entails(sunny, sun shining) }","isa_wn(sunny, sun shining)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment
relations: {entails(sunny, shine)}","isa_wn(sunny, shine)",
4985197970.jpg#3r1e,snli,dev,A person is walking down a cobblestone street.,The cobblestone street is not empty.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that a person is walking down a cobblestone street. This directly entails that the cobblestone street is not empty, since the presence of a person on the street means the street is occupied and therefore not empty. This logical inference follows without requiring any non-trivial lexical entailment relations between phrases in the premise and hypothesis.",NO_RELATION,,"answer: entailment
relations: { entails(walk, not empty) }","isa_wn(walk, not empty)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(walk, not empty) }","isa_wn(walk, not empty)",,"answer: entailment
relations: { entails(person walk, street not empty) }","isa_wn(person walk, street not empty)",,"answer: entailment
relations: { entails(walking down, not empty) }","isa_wn(walking down, not empty)",,"answer: entailment
relations: { }",NO_RELATION,
5030,sick,dev,The man is talking on the telephone,The man is speaking on the telephone,entailment,2,TRUE,,"(talk, speak)","(talk, speak)",,"(talk, speak)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment  
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talking, speaking) }","isa_wn(talking, speaking)",
5113,sick,dev,Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment,3,TRUE,,,"(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"**answer:** entailment  
**relations:** { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment  
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",
51145797.jpg#4r1e,snli,dev,Two people are in a green forest.,The forest is not dead.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: non-entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment  
relations: { entails(green forest, forest not dead) }","isa_wn(green forest, forest not dead)",,"answer: non-entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment
relations: { entails(green, not dead) }","isa_wn(green, not dead)",,answer: non-entailment,NO_RELATION,
5198,sick,train,A boy is saying a word,A child is talking,entailment,2,TRUE,,"(boy, child); (say, talk)","(boy, child); (say, talk)",,"(boy, child); (say, talk)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",
533601247.jpg#2r1e,snli,dev,A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring any non-trivial lexical relations. The premise states that ""a boy in sandals is looking at a camera in a busy street,"" which directly contains all the information needed for the hypothesis: a boy, sandals (wearing them), a busy street, and looking at a camera. The hypothesis simply reorders and rephrases these elements without introducing new semantic content or requiring bridging lexical entailments.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,
5435,sick,train,Two baby pandas are playing,Two cubs are playing,entailment,3,TRUE,,,"(baby panda, cub)","(baby panda, cub)","(baby panda, cub)",,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",
5436986554.jpg#1r1e,snli,dev,Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(aim, have), entails(there weapons, weapons), entails(military men, men) }","isa_wn(aim, have); isa_wn(there weapons, weapons); isa_wn(military men, men)",,"answer: entailment
relations: { entails(military man, man), entails(aim weapon, have weapon) }","isa_wn(military man, man); isa_wn(aim weapon, have weapon)",,"answer: entailment
relations: { entails(military men, men) }","isa_wn(military men, men)",,"answer: entailment  
relations: { entails(military men, men) }","isa_wn(military men, men)",,"answer: entailment
relations: { entails(aim, have), entails(there weapon, weapon) }","isa_wn(aim, have); isa_wn(there weapon, weapon)",,"answer: entailment
relations: { entails(military man, man), entails(aim weapon, have weapon) }","isa_wn(military man, man); isa_wn(aim weapon, have weapon)",,"answer: entailment
relations: { }",NO_RELATION,,"**answer:** entailment  
**relations:** { entails(aim weapons, have weapons) }","isa_wn(aim weapons, have weapons)",
5554,sick,train,The man is aiming a gun,The man is handling a gun,entailment,2,TRUE,,"(aim, handle)",,"(aim, handle)","(aim, handle)",,TRUE,FALSE,,,FALSE,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"**answer:** entailment  
**relations:** { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment  
relations: { entails(aim, handle) }","isa_wn(aim, handle)",
5791070.jpg#3r1e,snli,dev,"Interior of the restaurant chain: Planet Hollywood, various movie memorabilia decorate the space.",The inside of a restaurant.,entailment,3,TRUE,,,"(interior, inside)","(interior, inside)","(interior, inside)",,,,FALSE,FALSE,TRUE,"answer: entailment
relations: { entails(interior, inside) }","isa_wn(interior, inside)",,"answer: entailment
relations: { entails(interior, inside) }","isa_wn(interior, inside)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment  
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside) }","isa_wn(interior, inside)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment  
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",
6167481552.jpg#3r1e,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.,entailment,2,TRUE,,"(half empty, not full)","(half empty, not full)",,"(half empty, not full)",FALSE,,FALSE,,FALSE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty stadium, stadium not full) }","isa_wn(half empty stadium, stadium not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment  
relations: { entails(half empty stadium, stadium not full) }","isa_wn(half empty stadium, stadium not full)",
6167481552.jpg#3r1n,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,There is a game about to be played.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(football team, game), entails(getting ready, about to be played) }","isa_wn(football team, game); isa_wn(getting ready, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(football team, game) }","isa_wn(football team, game)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(football team, game), entails(getting ready, about to be played) }","isa_wn(football team, game); isa_wn(getting ready, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(coin toss, game) }","isa_wn(coin toss, game)",,"answer: entailment  
relations: {entails(coin toss, game)}","isa_wn(coin toss, game)",
6220789654.jpg#3r1e,snli,dev,A woman closes her eyes as she plays her cello.,A woman is making music.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment  
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"**answer:** entailment  
**relations:** { entails(play cello, make music) }","isa_wn(play cello, make music)",
65847949.jpg#1r3e,snli,train,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,entailment,2,TRUE,,"(patio, outdoors)","(patio, outdoors)","(patio, outdoors)",,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(outdoor furniture, outdoors) }","isa_wn(outdoor furniture, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors), entails(green outdoor furniture, furniture) }","isa_wn(patio, outdoors); isa_wn(green outdoor furniture, furniture)",,"answer: entailment
relations: { entails(patio, outdoor) }","isa_wn(patio, outdoor)",,"answer: entailment  
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(outdoor furniture, outdoors) }","isa_wn(outdoor furniture, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors), entails(green outdoor furniture, furniture) }","isa_wn(patio, outdoors); isa_wn(green outdoor furniture, furniture)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",
686293997.jpg#4r1e,snli,dev,"Dinner and decisions, with the crew.",the crew was having dinner,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase that mentions dinner and decisions occurring with the crew, but it does not assert that an actual event took place. The premise lacks a verb that indicates the crew was actively having or doing anything. The hypothesis, however, makes a specific claim that the crew ""was having dinner"" (past continuous action). The premise does not provide sufficient information to conclude that this event actually occurred.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"**answer**: entailment  
**relations**: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase that mentions ""dinner and decisions, with the crew"" but does not assert that any action is taking place. It does not contain a verb indicating that the crew is actually having dinner. The premise could be describing a topic, a title, or a list of things associated with the crew, but it does not entail that the crew was actively having dinner. The hypothesis, on the other hand, makes a clear assertion about an action (having dinner) performed by the crew in the past tense.

relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,
7123721879.jpg#0r1e,snli,dev,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",entailment,3,TRUE,,,"(runner, jogger); (next to, near); (clothed, dressed)","(next to, near); (runner, jogger); (clothed, dressed)","(clothed, dressed); (runner, jogger); (next to, near)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(single runner, jogger), entails(clothed in appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(single runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dress for jogging) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dress for jogging)",,"answer: entailment
relations: { entails(runner, jogger), entails(jogging, jogs) }","isa_wn(runner, jogger); isa_wn(jogging, jogs)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jogging) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dressed for jogging), entails(jogging, jog), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dressed for jogging); isa_wn(jogging, jog); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jog) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jog)",,"**answer:** entailment  
**relations:** { entails(runner, jogger), entails(clothed, dressed), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(clothed, dressed); isa_wn(body of water, water)",
72010421.jpg#0r1e,snli,dev,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment  
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck), entails(girl, girl) }

Actually, let me reconsider. The relation entails(girl, girl) is trivial and unnecessary.

answer: entailment
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck); isa_wn(girl, girl); isa_wn(girl, girl); isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment  
relations: { entails(young girl, girl), entails(yellow stuffed duck, yellow duck) }","isa_wn(young girl, girl); isa_wn(yellow stuffed duck, yellow duck)",
7292157214.jpg#0r1e,snli,dev,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment  
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }

explanation: The hypothesis ""The man is wearing a hat"" is directly entailed by the premise without requiring any non-trivial lexical relations. The premise explicitly states that the man is wearing a pink hat, which means he is wearing a hat. This is a straightforward case where the hypothesis follows logically from the premise by specializing to one of the mentioned attributes, and no lexical entailment relations are needed to explain this inference.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",
7417714642.jpg#0r1e,snli,dev,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(bridal gown, wedding gown), entails(wedding bouquet, wedding picture) }","isa_wn(bridal gown, wedding gown); isa_wn(wedding bouquet, wedding picture)",,"answer: entailment
relations: { entails(take picture, take wedding picture) }","isa_wn(take picture, take wedding picture)",,"answer: entailment
relations: { entails(take picture with bouquet, take wedding picture) }","isa_wn(take picture with bouquet, take wedding picture)",,"**answer:** entailment  
**relations:** { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(bridal gown, wedding attire), entails(wedding bouquet, wedding accessory) }","isa_wn(bridal gown, wedding attire); isa_wn(wedding bouquet, wedding accessory)",,"answer: entailment
relations: { entails(colorful wedding bouquet, wedding) }","isa_wn(colorful wedding bouquet, wedding)",,"**answer:** entailment  
**relations:** { }",NO_RELATION,
7700959654.jpg#4r1e,snli,dev,A woman and a man are sword fighting.,Two people are opposing each other in a sword fight.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, sword fight), entails(sword fighting, opposing each other) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, sword fight); isa_wn(sword fighting, opposing each other)",,"answer: entailment
relations: { entails(woman and man, people), entails(sword fighting, sword fight) }","isa_wn(woman and man, people); isa_wn(sword fighting, sword fight)",,"answer: entailment
relations: { entails(woman, person), entails(man, person) }","isa_wn(woman, person); isa_wn(man, person)",,"answer: entailment  
relations: { entails(woman and man, two people), entails(sword fighting, sword fight) }","isa_wn(woman and man, two people); isa_wn(sword fighting, sword fight)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, opposing each other in a sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, opposing each other in a sword fight)",,"answer: entailment
relations: { entails(woman and man, two people), entails(sword fight, sword fight) }","isa_wn(woman and man, two people); isa_wn(sword fight, sword fight)",,"answer: entailment
relations: { entails(woman, person), entails(man, person), entails(sword fighting, oppose in sword fight) }","isa_wn(woman, person); isa_wn(man, person); isa_wn(sword fighting, oppose in sword fight)",,"**Answer:** entailment  
**Relations:** { entails(woman and man, two people), entails(sword fighting, sword fight) }","isa_wn(woman and man, two people); isa_wn(sword fighting, sword fight)",
