ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error
4909669888.jpg#2r1e,snli,dev,A Black woman on the street is talking on her cellphone.,A black woman is on her phone.,entailment,2,TRUE,,"(cellphone, phone)","(cellphone, phone)",,"(cellphone, phone)",FALSE,,FALSE,,TRUE,,"answer: entailment
relations: { entails(talking on cellphone, on phone) }","isa_wn(talking on cellphone, on phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"**answer:** entailment  
**relations:** {entails(cellphone, phone)}","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",,"answer: entailment
relations: { entails(cellphone, phone) }","isa_wn(cellphone, phone)",
4938897545.jpg#4r1e,snli,dev,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,entailment,2,TRUE,,"(motorcycle rider, motorcyclist)","(motorcycle rider, motorcyclist)",,"(motorcycle rider, motorcyclist)",FALSE,,TRUE,,FALSE,,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"**answer:** entailment  
**relations:** { entails(motorcycle rider, motorcyclist), entails(sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment  
relations: { entails(motorcycle rider, motorcyclist), entails(sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(sharp turn, turn)",
4974,sick,train,Someone is holding a hedgehog,Someone is holding a small animal,entailment,2,TRUE,,"(hedgehog, small animal)","(hedgehog, small animal)","(hedgehog, small animal)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",
4985197970.jpg#0r1e,snli,dev,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(sunny, sun shining) }","isa_wn(sunny, sun shining)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment  
relations: { entails(sunny, shining) }","isa_wn(sunny, shining)",,"answer: entailment
relations: { entails(sunny, sun shining) }","isa_wn(sunny, sun shining)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment
relations: { entails(sunny street, sun shine) }","isa_wn(sunny street, sun shine)",,"answer: entailment  
relations: { entails(sunny street, sun shines) }","isa_wn(sunny street, sun shines)",
4985197970.jpg#3r1e,snli,dev,A person is walking down a cobblestone street.,The cobblestone street is not empty.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that a person is walking down a cobblestone street. This directly entails that the cobblestone street is not empty, since the presence of a person on the street means the street is occupied and therefore not empty. This logical inference follows without requiring any non-trivial lexical entailment relations between phrases.",NO_RELATION,,"answer: entailment
relations: { entails(walk, not empty) }","isa_wn(walk, not empty)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(walk, not empty) }","isa_wn(walk, not empty)",,"answer: entailment

relations: { entails(person walk down street, street not empty) }

Wait, let me reconsider this more carefully following the rules.

Actually, the relation I proposed violates the rules about prepositional phrases. Let me think about this differently.

The premise states that a person is walking down a cobblestone street. This logically entails that there is at least one person on that street, which means the street is not empty. This is a logical entailment that doesn't require special lexical relations - it follows from the basic meaning of the sentences and logical reasoning.

answer: entailment

relations: { }","isa_wn(person walk down street, street not empty)",,"answer: entailment
relations: { entails(walk, be present) }","isa_wn(walk, be present)",,"answer: entailment  
relations: { }",NO_RELATION,
5030,sick,dev,The man is talking on the telephone,The man is speaking on the telephone,entailment,2,TRUE,,"(talk, speak)","(talk, speak)",,"(talk, speak)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment  
relations: { entails(talking, speaking) }","isa_wn(talking, speaking)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment  
relations: { entails(talking, speaking) }","isa_wn(talking, speaking)",
5113,sick,dev,Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment,3,TRUE,,,"(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment  
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment  
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",
51145797.jpg#4r1e,snli,dev,Two people are in a green forest.,The forest is not dead.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment  
relations: { entails(green forest, forest not dead) }","isa_wn(green forest, forest not dead)",,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment  
relations: {entails(green, alive), entails(alive, not dead)}","isa_wn(green, alive); isa_wn(alive, not dead)",
5198,sick,train,A boy is saying a word,A child is talking,entailment,2,TRUE,,"(boy, child); (say, talk)","(boy, child); (say, talk)",,"(boy, child); (say, talk)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(saying a word, talking) }","isa_wn(boy, child); isa_wn(saying a word, talking)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(saying, talking) }","isa_wn(boy, child); isa_wn(saying, talking)",
533601247.jpg#2r1e,snli,dev,A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed by the premise without requiring any non-trivial lexical relations. The premise states that ""a boy in sandals is looking at a camera in a busy street,"" which directly conveys all the information in the hypothesis: the boy is in a busy street, he is wearing sandals, and he is looking at a camera. The hypothesis simply reorganizes and rephrases these same facts without introducing new semantic content or requiring different word meanings.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: {}",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is a reorganization of the same information presented in the premise. The premise states that a boy in sandals is looking at a camera in a busy street, which directly entails that a boy is in a busy street, wearing sandals, and looking at a camera. No non-trivial lexical entailment relations are needed to explain this entailment, as the hypothesis simply restates the facts from the premise in a different order without introducing any new predicates or requiring semantic bridging through word relations.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
5435,sick,train,Two baby pandas are playing,Two cubs are playing,entailment,3,TRUE,,,"(baby panda, cub)","(baby panda, cub)","(baby panda, cub)",,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",
5436986554.jpg#1r1e,snli,dev,Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(aim, have), entails(there weapons, weapons) }","isa_wn(aim, have); isa_wn(there weapons, weapons)",,"answer: entailment
relations: { entails(military man, man) }","isa_wn(military man, man)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(aim weapon, have weapon) }","isa_wn(aim weapon, have weapon)",,"answer: entailment
relations: { entails(military men, men), entails(aim, have) }","isa_wn(military men, men); isa_wn(aim, have)",,"answer: entailment
relations: { entails(military man, man), entails(aim weapon, have weapon) }","isa_wn(military man, man); isa_wn(aim weapon, have weapon)",,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,
5554,sick,train,The man is aiming a gun,The man is handling a gun,entailment,2,TRUE,,"(aim, handle)",,"(aim, handle)","(aim, handle)",,TRUE,FALSE,,,FALSE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(aim, handle) }

explanation: ""Aiming a gun"" is a specific form of handling a gun. When someone aims a gun, they are necessarily handling it. The lexical relation entails(aim, handle) captures this semantic relationship.","isa_wn(aim, handle); isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment  
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }

explanation: ""Aiming"" a gun is a specific form of handling a gun. When someone aims a gun, they are necessarily handling it (holding and directing it). Therefore, the premise entails the hypothesis through the lexical relation that ""aim"" is a type of ""handle"".","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim gun, handle gun) }","isa_wn(aim gun, handle gun)",,"answer: entailment
relations: { entails(aiming gun, handling gun) }","isa_wn(aiming gun, handling gun)",
5791070.jpg#3r1e,snli,dev,"Interior of the restaurant chain: Planet Hollywood, various movie memorabilia decorate the space.",The inside of a restaurant.,entailment,3,TRUE,,,"(interior, inside)","(interior, inside)","(interior, inside)",,,,FALSE,FALSE,TRUE,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment

relations: { }

explanation: The premise states ""Interior of the restaurant chain: Planet Hollywood"", which directly describes the inside of a restaurant. The hypothesis simply states ""The inside of a restaurant."" The entailment follows directly from the semantic content without requiring any non-trivial lexical relations. ""Interior"" is a standard way to refer to ""inside,"" and both the premise and hypothesis refer to a restaurant, so no lexical bridge is needed beyond basic semantic equivalence.",NO_RELATION,,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment  
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside) }","isa_wn(interior, inside)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment  
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",
6167481552.jpg#3r1e,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.,entailment,2,TRUE,,"(half empty, not full)","(half empty, not full)",,"(half empty, not full)",FALSE,,FALSE,,FALSE,,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment  
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"**answer:** entailment  
**relations:** { entails(half empty stadium, stadium not full) }","isa_wn(half empty stadium, stadium not full)",
6167481552.jpg#3r1n,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,There is a game about to be played.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(football team, game), entails(getting ready, about to be played) }","isa_wn(football team, game); isa_wn(getting ready, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(football team, game) }","isa_wn(football team, game)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(football team, game), entails(getting ready, about to be played) }","isa_wn(football team, game); isa_wn(getting ready, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(football team, game) }","isa_wn(football team, game)",,"answer: entailment  
relations: { entails(coin toss, game) }","isa_wn(coin toss, game)",
6220789654.jpg#3r1e,snli,dev,A woman closes her eyes as she plays her cello.,A woman is making music.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment  
relations: { entails(play, make) }","isa_wn(play, make)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play, make music) }","isa_wn(play, make music)",
65847949.jpg#1r3e,snli,train,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,entailment,2,TRUE,,"(patio, outdoors)","(patio, outdoors)","(patio, outdoors)",,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(outdoor furniture, outdoors) }","isa_wn(outdoor furniture, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors), entails(green outdoor furniture, furniture) }","isa_wn(patio, outdoors); isa_wn(green outdoor furniture, furniture)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(outdoor furniture, outdoors) }","isa_wn(outdoor furniture, outdoors)",,"answer: entailment
relations: { entails(green outdoor furniture, outdoors), entails(patio, outdoors) }","isa_wn(green outdoor furniture, outdoors); isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment  
relations: { entails(patio, outdoor) }","isa_wn(patio, outdoor)",
686293997.jpg#4r1e,snli,dev,"Dinner and decisions, with the crew.",the crew was having dinner,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase listing items (""Dinner and decisions, with the crew"") without indicating any action or state. It does not specify that the crew was actually having dinner—it merely mentions dinner as one of the topics or elements present. The hypothesis makes a claim about an actual activity (the crew was having dinner), which is not entailed by the premise's mere mention of these elements.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase that lists ""dinner and decisions"" occurring ""with the crew,"" but it does not assert that an action is taking place or that the crew is actively having dinner. The premise could describe a setting, a topic, or a context without necessarily implying that dinner is currently being consumed. The hypothesis, on the other hand, makes a specific claim that ""the crew was having dinner,"" which requires an active verb phrase indicating an ongoing or past action. The premise does not provide sufficient information to conclude that the crew was engaged in the act of having dinner.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,answer: non-entailment,NO_RELATION,
7123721879.jpg#0r1e,snli,dev,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",entailment,3,TRUE,,,"(runner, jogger); (next to, near); (clothed, dressed)","(next to, near); (runner, jogger); (clothed, dressed)","(clothed, dressed); (runner, jogger); (next to, near)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dress for jog) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dress for jog)",,"answer: entailment  
relations: { entails(jogger, runner), entails(next to, near), entails(body of water, water) }","isa_wn(jogger, runner); isa_wn(next to, near); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jogging), entails(next to, near) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging); isa_wn(next to, near)",,"answer: entailment
relations: { entails(runner, jogger), entails(jogging, jog), entails(appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jog) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jog)",,"answer: entailment  
relations: { entails(runner, jogger) }","isa_wn(runner, jogger)",
72010421.jpg#0r1e,snli,dev,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment  
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment  
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck), entails(girl, girl) }

Wait, let me reconsider. The relation entails(girl, girl) is trivial and doesn't need to be stated.

answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(yellow stuffed duck, yellow duck); isa_wn(girl, girl); isa_wn(girl, girl); isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(stuffed duck, duck), entails(young girl, girl) }","isa_wn(stuffed duck, duck); isa_wn(young girl, girl)",,"answer: entailment  
relations: { entails(stuffed duck, duck), entails(young girl, girl) }","isa_wn(stuffed duck, duck); isa_wn(young girl, girl)",
7292157214.jpg#0r1e,snli,dev,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }

explanation: The hypothesis follows directly from the premise without requiring any non-trivial lexical entailment relations. The premise explicitly states that the man is wearing a pink hat, and the hypothesis simply asserts that the man is wearing a hat. This is a straightforward logical consequence where ""pink hat"" is a specific instance of ""hat,"" but this is a trivial modifier-dropping relation that should not be included.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }

explanation: The hypothesis ""The man is wearing a hat"" is directly entailed by the premise without requiring any non-trivial lexical relations. The premise explicitly states that the man is wearing a ""pink hat"", which directly supports the hypothesis that the man is wearing a hat. No lexical entailment relations are needed since ""pink hat"" contains ""hat"" and the entailment follows simply from the presence of this phrase in the premise.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",
