ID,dataset,split,premise,hypothesis,gold_label,annotator_count,all_present_exact_match,Alternative_KB,Ettore_KB,Jorryt_KB,Lasha_KB,Stefan_KB,Ettore_Jorryt_match,Ettore_Lasha_match,Ettore_Stefan_match,Jorryt_Lasha_match,Jorryt_Stefan_match,Lasha_Stefan_match,LLM__lex_few_shot_base__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_base__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_base__openai_gpt-5.4-mini_error,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_base__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_base__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_base__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_base__openai_gpt-oss-20b_KB,LLM__lex_few_shot_base__openai_gpt-oss-20b_error,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_raw_response,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_KB,LLM__lex_few_shot_precision__openai_gpt-5.4-mini_error,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_raw_response,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_KB,LLM__lex_few_shot_precision__anthropic_claude-haiku-4.5_error,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_raw_response,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_KB,LLM__lex_few_shot_precision__google_gemini-3.1-flash-lite_error,LLM__lex_few_shot_precision__openai_gpt-oss-20b_raw_response,LLM__lex_few_shot_precision__openai_gpt-oss-20b_KB,LLM__lex_few_shot_precision__openai_gpt-oss-20b_error
4938897545.jpg#4r1e,snli,dev,A motorcycle rider is making a sharp turn.,The motorcyclist is turning.,entailment,2,TRUE,,"(motorcycle rider, motorcyclist)","(motorcycle rider, motorcyclist)",,"(motorcycle rider, motorcyclist)",FALSE,,TRUE,,FALSE,,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment  
relations: { entails(motorcycle rider, motorcyclist), entails(sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist), entails(make a sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make a sharp turn, turn)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment
relations: { entails(motorcycle rider, motorcyclist) }","isa_wn(motorcycle rider, motorcyclist)",,"answer: entailment  
relations: { entails(motorcycle rider, motorcyclist), entails(make sharp turn, turn) }","isa_wn(motorcycle rider, motorcyclist); isa_wn(make sharp turn, turn)",
4974,sick,train,Someone is holding a hedgehog,Someone is holding a small animal,entailment,2,TRUE,,"(hedgehog, small animal)","(hedgehog, small animal)","(hedgehog, small animal)",,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",,"answer: entailment  
relations: { entails(hedgehog, small animal) }","isa_wn(hedgehog, small animal)",
4985197970.jpg#0r1e,snli,dev,"A sunny street with a red building, parked cars, and a man walking down the road.",The sun is shining.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(sunny, sun is shining) }","isa_wn(sunny, sun is shining)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment  
relations: {entails(sunny street, sun shining)}","isa_wn(sunny street, sun shining)",,"answer: non-entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment
relations: { entails(sunny, sun shine) }","isa_wn(sunny, sun shine)",,"answer: entailment  
relations: { entails(sunny, sun shining) }","isa_wn(sunny, sun shining)",
4985197970.jpg#3r1e,snli,dev,A person is walking down a cobblestone street.,The cobblestone street is not empty.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,FALSE,,FALSE,,TRUE,,"answer: entailment
relations: { entails(walk, not be empty) }","isa_wn(walk, not be empty)",,"answer: entailment
relations: { entails(person walk, street not empty) }

Wait, let me reconsider this more carefully.

If a person is walking down a cobblestone street, then the street is occupied by that person, which means the street is not empty.

However, let me check if I can express this as a proper lexical entailment relation following the rules:

The phrase ""person walk down street"" entails that the street contains someone, thus it is ""not empty."" But this is a logical/semantic inference rather than a simple lexical entailment relation.

Actually, upon reflection, this entailment follows from the logical structure and common sense without requiring specific lexical entailment relations between individual words or short phrases. If someone is walking down a street, the street necessarily contains that person and is therefore not empty.

answer: entailment
relations: { }","isa_wn(person walk, street not empty)",,"answer: entailment
relations: { entails(walking down, not empty) }","isa_wn(walking down, not empty)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The premise states that a person is walking down a cobblestone street. This directly entails that the cobblestone street is not empty, because the presence of a person on the street means the street is occupied and therefore not empty. This logical consequence follows directly from the meaning of ""a person is walking down"" a street without requiring any non-trivial lexical entailment relations.",NO_RELATION,,"answer: entailment
relations: { entails(walk, not empty) }","isa_wn(walk, not empty)",,"answer: entailment
relations: { }",NO_RELATION,
5030,sick,dev,The man is talking on the telephone,The man is speaking on the telephone,entailment,2,TRUE,,"(talk, speak)","(talk, speak)",,"(talk, speak)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talking, speaking) }","isa_wn(talking, speaking)",,"answer: entailment
relations: { entails(talk on the telephone, speak on the telephone) }","isa_wn(talk on the telephone, speak on the telephone)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment
relations: { entails(talk, speak) }","isa_wn(talk, speak)",,"answer: entailment  
relations: { entails(talk, speak) }","isa_wn(talk, speak)",
5113,sick,dev,Two sumo ringers are fighting,Two sumo wrestlers are fighting,entailment,3,TRUE,,,"(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)","(sumo ringer, sumo wrestler)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment  
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",,"answer: entailment
relations: { entails(sumo ringer, sumo wrestler) }","isa_wn(sumo ringer, sumo wrestler)",,"answer: entailment
relations: { entails(ringer, wrestler) }","isa_wn(ringer, wrestler)",
51145797.jpg#4r1e,snli,dev,Two people are in a green forest.,The forest is not dead.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: non-entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment  
relations: { entails(green forest, living forest), entails(living forest, not dead forest) }","isa_wn(green forest, living forest); isa_wn(living forest, not dead forest)",,answer: non-entailment,NO_RELATION,,"answer: non-entailment

relations: { }

explanation: The premise states that two people are in a green forest, which describes the color of the forest as green. However, the hypothesis claims that the forest is not dead. While a green forest might suggest vitality, the premise does not logically entail that the forest is ""not dead."" The color green alone is insufficient to establish the absence of death in the forest—a forest could be painted green, or ""green"" could refer to other properties. The premise provides no explicit information about whether the forest is alive, dead, or in some other state of being. Therefore, the hypothesis does not necessarily follow from the premise.",NO_RELATION,,"answer: entailment
relations: { entails(green forest, not dead forest) }","isa_wn(green forest, not dead forest)",,"answer: entailment  
relations: { entails(green, not dead) }","isa_wn(green, not dead)",
5198,sick,train,A boy is saying a word,A child is talking,entailment,2,TRUE,,"(boy, child); (say, talk)","(boy, child); (say, talk)",,"(boy, child); (say, talk)",TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",,"answer: entailment
relations: { entails(boy, child), entails(say word, talk) }","isa_wn(boy, child); isa_wn(say word, talk)",,"answer: entailment  
relations: { entails(boy, child), entails(say, talk) }","isa_wn(boy, child); isa_wn(say, talk)",
533601247.jpg#2r1e,snli,dev,A boy in sandals is looking at a camera in a busy street.,"A boy is in a busy street, wearing sandals, looking at a camera",entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,FALSE,,,FALSE,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed from the premise without requiring non-trivial lexical relations. The premise states that ""a boy in sandals is looking at a camera in a busy street,"" which directly conveys all the information in the hypothesis: (1) a boy exists, (2) he is in a busy street, (3) he is wearing sandals, and (4) he is looking at a camera. The hypothesis simply rephrases these facts in a different order and grammatical structure, but no semantic content is added or removed. Therefore, the entailment holds based on logical structure alone.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(in sandals, wearing sandals) }","isa_wn(in sandals, wearing sandals)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { }

explanation: The hypothesis is entailed by the premise without requiring any non-trivial lexical relations. The premise states all the facts needed for the hypothesis: a boy exists, he is in sandals, he is looking at a camera, and he is in a busy street. The hypothesis simply reorganizes these facts without introducing new semantic content or requiring any word substitutions. All the key elements (boy, sandals, camera, busy street, looking) appear in both sentences with the same meanings.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
5435,sick,train,Two baby pandas are playing,Two cubs are playing,entailment,3,TRUE,,,"(baby panda, cub)","(baby panda, cub)","(baby panda, cub)",,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",,"answer: entailment  
relations: { entails(baby panda, cub) }","isa_wn(baby panda, cub)",
5436986554.jpg#1r1e,snli,dev,Military men dressed in camouflage and white aim there weapons while out in the snowy weather.,men have weapons,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,"answer: entailment
relations: { entails(aim, have), entails(their weapon, weapon) }","isa_wn(aim, have); isa_wn(their weapon, weapon)",,"answer: entailment

relations: { entails(military man, man), entails(aim weapon, have weapon) }","isa_wn(military man, man); isa_wn(aim weapon, have weapon)",,"answer: entailment
relations: { entails(military man, man) }","isa_wn(military man, man)",,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(aim, have), entails(there weapons, weapons) }","isa_wn(aim, have); isa_wn(there weapons, weapons)",,"answer: entailment
relations: { }

explanation: The hypothesis ""men have weapons"" is entailed from the premise ""Military men dressed in camouflage and white aim their weapons while out in the snowy weather"" without requiring any non-trivial lexical entailment relations. The premise directly states that the men ""aim their weapons,"" which necessarily means they have weapons. This logical consequence follows from the semantic content of the premise itself, without needing to bridge different word meanings.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { entails(aim weapons, have weapons) }","isa_wn(aim weapons, have weapons)",
5554,sick,train,The man is aiming a gun,The man is handling a gun,entailment,2,TRUE,,"(aim, handle)",,"(aim, handle)","(aim, handle)",,TRUE,FALSE,,,FALSE,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment  
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment
relations: { entails(aim, handle) }","isa_wn(aim, handle)",,"answer: entailment  
relations: { entails(aim, handle) }","isa_wn(aim, handle)",
5791070.jpg#3r1e,snli,dev,"Interior of the restaurant chain: Planet Hollywood, various movie memorabilia decorate the space.",The inside of a restaurant.,entailment,3,TRUE,,,"(interior, inside)","(interior, inside)","(interior, inside)",,,,FALSE,FALSE,TRUE,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside) }","isa_wn(interior, inside)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment  
relations: {entails(interior, inside), entails(restaurant chain, restaurant)}","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",,"**answer:** entailment  
**relations:** { entails(interior, inside), entails(restaurant chain, restaurant) }","isa_wn(interior, inside); isa_wn(restaurant chain, restaurant)",
6167481552.jpg#3r1e,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,The stadium is not full.,entailment,2,TRUE,,"(half empty, not full)","(half empty, not full)",,"(half empty, not full)",FALSE,,FALSE,,FALSE,,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment  
relations: { entails(half empty stadium, stadium not full) }","isa_wn(half empty stadium, stadium not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment
relations: { entails(half empty, not full) }","isa_wn(half empty, not full)",,"answer: entailment  
relations: { entails(half empty stadium, stadium not full) }","isa_wn(half empty stadium, stadium not full)",
6167481552.jpg#3r1n,snli,dev,A football team getting ready for the coin toss in a half empty stadium.,There is a game about to be played.,entailment,2,TRUE,,NO_RELATION,,NO_RELATION,NO_RELATION,,TRUE,TRUE,,,TRUE,"answer: entailment
relations: { entails(football team, game), entails(get ready for, about to be played) }","isa_wn(football team, game); isa_wn(get ready for, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(football team, game) }","isa_wn(football team, game)",,"answer: entailment
relations: { entails(coin toss, game) }","isa_wn(coin toss, game)",,"answer: entailment
relations: { entails(football team, game), entails(getting ready, about to be played) }","isa_wn(football team, game); isa_wn(getting ready, about to be played)",,"answer: entailment
relations: { entails(football team getting ready for coin toss, game about to be played) }","isa_wn(football team getting ready for coin toss, game about to be played)",,"answer: entailment
relations: { entails(football team, game) }","isa_wn(football team, game)",,"answer: entailment
relations: { }",NO_RELATION,
6220789654.jpg#3r1e,snli,dev,A woman closes her eyes as she plays her cello.,A woman is making music.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment  
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",,"answer: entailment  
relations: { entails(play cello, make music) }","isa_wn(play cello, make music)",
65847949.jpg#1r3e,snli,train,Four women sitting on green outdoor furniture on a patio with a small doghouse in the backdrop.,four women sitting outdoors,entailment,2,TRUE,,"(patio, outdoors)","(patio, outdoors)","(patio, outdoors)",,FALSE,TRUE,,FALSE,,,"answer: entailment
relations: { entails(outdoor furniture, outdoors) }","isa_wn(outdoor furniture, outdoors)",,"answer: entailment
relations: { entails(green outdoor furniture, outdoor), entails(patio, outdoor) }","isa_wn(green outdoor furniture, outdoor); isa_wn(patio, outdoor)",,"answer: entailment
relations: { entails(green outdoor furniture, outdoor) }","isa_wn(green outdoor furniture, outdoor)",,"answer: entailment  
relations: { entails(patio, outdoor) }","isa_wn(patio, outdoor)",,"answer: entailment
relations: { entails(on a patio, outdoors) }","isa_wn(on a patio, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors), entails(green outdoor furniture, furniture) }","isa_wn(patio, outdoors); isa_wn(green outdoor furniture, furniture)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",,"answer: entailment
relations: { entails(patio, outdoors) }","isa_wn(patio, outdoors)",
686293997.jpg#4r1e,snli,dev,"Dinner and decisions, with the crew.",the crew was having dinner,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase that lists ""Dinner and decisions, with the crew"" but does not assert that any action is taking place. It does not contain a verb indicating that the crew is actually having dinner. The premise could be describing a topic, a title, or a list of things associated with the crew, but it does not entail that the crew was actively having dinner. The hypothesis, by contrast, asserts a specific action (having dinner) in the past tense, which goes beyond what the premise establishes.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: non-entailment

explanation: The premise is a noun phrase listing ""dinner and decisions, with the crew"" but does not assert that any action is taking place or that the crew is actually having dinner. It could be a title, caption, or nominal description without indicating an ongoing or completed event. The hypothesis, by contrast, asserts that ""the crew was having dinner,"" which requires a past progressive action. The premise does not provide sufficient information to conclude that the crew was actively engaged in having dinner.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
7123721879.jpg#0r1e,snli,dev,"A single runner, clothed in appropriate attire, jogging on a sidewalk next to a body of water, with buildings in the backdrop on the other side of the water.","A jogger, dressed for jogging, jogs on a sidewalk near water.",entailment,3,TRUE,,,"(runner, jogger); (next to, near); (clothed, dressed)","(next to, near); (runner, jogger); (clothed, dressed)","(clothed, dressed); (runner, jogger); (next to, near)",,,,FALSE,FALSE,FALSE,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jogging), entails(body of water, water), entails(next to, near) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging); isa_wn(body of water, water); isa_wn(next to, near)",,"answer: entailment

relations: { entails(runner, jogger), entails(jogging, jog), entails(appropriate attire, dressed for jogging), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(appropriate attire, dressed for jogging); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jog), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jog); isa_wn(body of water, water)",,"answer: entailment  
relations: { entails(runner, jogger), entails(jogging, jog) }","isa_wn(runner, jogger); isa_wn(jogging, jog)",,"answer: entailment
relations: { entails(runner, jogger), entails(clothed in appropriate attire, dressed for jogging), entails(jogging, jog) }","isa_wn(runner, jogger); isa_wn(clothed in appropriate attire, dressed for jogging); isa_wn(jogging, jog)",,"answer: entailment
relations: { entails(runner, jogger), entails(jogging, jog), entails(body of water, water) }","isa_wn(runner, jogger); isa_wn(jogging, jog); isa_wn(body of water, water)",,"answer: entailment
relations: { entails(runner, jogger), entails(appropriate attire, dress for jog) }","isa_wn(runner, jogger); isa_wn(appropriate attire, dress for jog)",,"answer: entailment  
relations: { entails(runner, jogger) }","isa_wn(runner, jogger)",
72010421.jpg#0r1e,snli,dev,"A young girl sitting on a white comforter on a bed covered with clothing, holding a yellow stuffed duck.",A yellow duck being held by a girl.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,,NO_RELATION,TRUE,,TRUE,,TRUE,,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck), entails(girl, girl) }

Wait, let me reconsider. The relation entails(girl, girl) is trivial and should not be included.

answer: entailment
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck); isa_wn(girl, girl); isa_wn(girl, girl); isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck), entails(young girl, girl) }","isa_wn(yellow stuffed duck, yellow duck); isa_wn(young girl, girl)",,"**answer:** entailment  
**relations:** {entails(young girl, girl), entails(yellow stuffed duck, yellow duck)}","isa_wn(young girl, girl); isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment  
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment
relations: { entails(yellow stuffed duck, yellow duck) }","isa_wn(yellow stuffed duck, yellow duck)",,"answer: entailment
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",,"answer: entailment  
relations: { entails(stuffed duck, duck) }","isa_wn(stuffed duck, duck)",
7292157214.jpg#0r1e,snli,dev,A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head.,The man is wearing a hat.,entailment,2,TRUE,,NO_RELATION,NO_RELATION,NO_RELATION,,TRUE,TRUE,,TRUE,,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }

explanation: The hypothesis ""The man is wearing a hat"" is directly entailed by the premise ""A man wearing a white jacket and pink hat is speaking into a microphone while raising one arm above his head."" The premise explicitly states that the man is wearing a pink hat, which means he is wearing a hat. No non-trivial lexical entailment relations are needed to explain this entailment, as the inference follows directly from the explicit information provided in the premise.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { entails(pink hat, hat) }","isa_wn(pink hat, hat)",,"answer: entailment
relations: { }

explanation: The hypothesis follows directly from the premise without requiring any non-trivial lexical entailment relations. The premise explicitly states that the man is wearing a pink hat, and the hypothesis only requires that he is wearing a hat. This is a straightforward logical consequence where the specific detail (pink hat) entails the general statement (hat), but this is a trivial modifier-dropping relation that should not be included per the formatting rules.",NO_RELATION,,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
7417714642.jpg#0r1e,snli,dev,A bride wearing her bridal gown is taking pictures with her colorful wedding bouquet in front of cows.,A bride is taking wedding pictures.,entailment,3,TRUE,,,NO_RELATION,NO_RELATION,NO_RELATION,,,,TRUE,TRUE,TRUE,answer: non-entailment,NO_RELATION,,"answer: entailment
relations: { entails(bridal gown, wedding attire), entails(taking pictures, taking wedding pictures) }","isa_wn(bridal gown, wedding attire); isa_wn(taking pictures, taking wedding pictures)",,"answer: entailment
relations: { entails(colorful wedding bouquet, wedding) }","isa_wn(colorful wedding bouquet, wedding)",,"answer: entailment  
relations: { entails(wedding bouquet, wedding pictures) }","isa_wn(wedding bouquet, wedding pictures)",,"answer: entailment  
relations: { entails(bridal gown, wedding) }","isa_wn(bridal gown, wedding)",,"answer: entailment
relations: { entails(taking pictures, taking wedding pictures) }","isa_wn(taking pictures, taking wedding pictures)",,"answer: entailment
relations: { }",NO_RELATION,,"answer: entailment  
relations: { }",NO_RELATION,
